id,title,genres,year,genres_list,tag_soup
710,Celtic Pride,Comedy,1996.0,['Comedy'],comedy comedy comedy
711,Flipper,Adventure|Children,1996.0,"['Adventure', 'Children']",adventure adventure adventure children children children
714,Dead Man,Drama|Mystery|Western,1995.0,"['Drama', 'Mystery', 'Western']",drama drama drama mystery mystery mystery western western western
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama|Romance,1995.0,"['Drama', 'Romance']",drama drama drama romance romance romance
718,"Visitors, The (Visiteurs, Les)",Comedy|Fantasy|Sci-Fi,1993.0,"['Comedy', 'Fantasy', 'Sci-Fi']",comedy comedy comedy fantasy fantasy fantasy sci-fi sci-fi sci-fi
719,Multiplicity,Comedy,1996.0,['Comedy'],comedy comedy comedy
720,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy,1996.0,"['Adventure', 'Animation', 'Comedy']",adventure adventure adventure animation animation animation comedy comedy comedy
722,"Haunted World of Edward D. Wood Jr., The",Documentary,1996.0,['Documentary'],documentary documentary documentary
724,"Craft, The",Drama|Fantasy|Horror|Thriller,1996.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",drama drama drama fantasy fantasy fantasy horror horror horror thriller thriller thriller
725,"Great White Hype, The",Comedy,1996.0,['Comedy'],comedy comedy comedy
726,Last Dance,Drama,1996.0,['Drama'],drama drama drama
728,Cold Comfort Farm,Comedy,1995.0,['Comedy'],comedy comedy comedy
731,Heaven's Prisoners,Crime|Thriller,1996.0,"['Crime', 'Thriller']",crime crime crime thriller thriller thriller
733,"Rock, The",Action|Adventure|Thriller,1996.0,"['Action', 'Adventure', 'Thriller']",action action action adventure adventure adventure thriller thriller thriller
735,Cemetery Man (Dellamorte Dellamore),Horror,1994.0,['Horror'],horror horror horror
736,Twister,Action|Adventure|Romance|Thriller,1996.0,"['Action', 'Adventure', 'Romance', 'Thriller']",action action action adventure adventure adventure romance romance romance thriller thriller thriller
737,Barb Wire,Action|Sci-Fi,1996.0,"['Action', 'Sci-Fi']",action action action sci-fi sci-fi sci-fi
741,Ghost in the Shell (Kôkaku kidôtai),Animation|Sci-Fi,1995.0,"['Animation', 'Sci-Fi']",animation animation animation sci-fi sci-fi sci-fi
742,Thinner,Horror|Thriller,1996.0,"['Horror', 'Thriller']",horror horror horror thriller thriller thriller
743,Spy Hard,Comedy,1996.0,['Comedy'],comedy comedy comedy
745,Wallace & Gromit: A Close Shave,Animation|Children|Comedy,1995.0,"['Animation', 'Children', 'Comedy']",animation animation animation children children children comedy comedy comedy
747,"Stupids, The",Comedy,1996.0,['Comedy'],comedy comedy comedy
748,"Arrival, The",Action|Sci-Fi|Thriller,1996.0,"['Action', 'Sci-Fi', 'Thriller']",action action action sci-fi sci-fi sci-fi thriller thriller thriller
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,1964.0,"['Comedy', 'War']",comedy comedy comedy war war war
757,Ashes of Time (Dung che sai duk),Drama,1994.0,['Drama'],drama drama drama
759,Maya Lin: A Strong Clear Vision,Documentary,1994.0,['Documentary'],documentary documentary documentary
760,Stalingrad,Drama|War,1993.0,"['Drama', 'War']",drama drama drama war war war
761,"Phantom, The",Action|Adventure,1996.0,"['Action', 'Adventure']",action action action adventure adventure adventure
762,Striptease,Comedy|Crime,1996.0,"['Comedy', 'Crime']",comedy comedy comedy crime crime crime
764,Heavy,Drama|Romance,1995.0,"['Drama', 'Romance']",drama drama drama romance romance romance
765,Jack,Comedy|Drama,1996.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
766,I Shot Andy Warhol,Drama,1996.0,['Drama'],drama drama drama
773,Touki Bouki,Drama,1973.0,['Drama'],drama drama drama
775,Spirits of the Dead,Horror|Mystery,1968.0,"['Horror', 'Mystery']",horror horror horror mystery mystery mystery
778,Trainspotting,Comedy|Crime|Drama,1996.0,"['Comedy', 'Crime', 'Drama']",comedy comedy comedy crime crime crime drama drama drama
779,'Til There Was You,Drama|Romance,1997.0,"['Drama', 'Romance']",drama drama drama romance romance romance
780,Independence Day (a.k.a. ID4),Action|Adventure|Sci-Fi|Thriller,1996.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",action action action adventure adventure adventure sci-fi sci-fi sci-fi thriller thriller thriller
781,Stealing Beauty,Drama,1996.0,['Drama'],drama drama drama
782,"Fan, The",Drama|Thriller,1996.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
783,"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance,1996.0,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",animation animation animation children children children drama drama drama musical musical musical romance romance romance
784,"Cable Guy, The",Comedy|Thriller,1996.0,"['Comedy', 'Thriller']",comedy comedy comedy thriller thriller thriller
785,Kingpin,Comedy,1996.0,['Comedy'],comedy comedy comedy
786,Eraser,Action|Drama|Thriller,1996.0,"['Action', 'Drama', 'Thriller']",action action action drama drama drama thriller thriller thriller
788,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,1996.0,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",comedy comedy comedy fantasy fantasy fantasy romance romance romance sci-fi sci-fi sci-fi
790,"Unforgettable Summer, An (Un été inoubliable)",Drama,1994.0,['Drama'],drama drama drama
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",Documentary,1994.0,['Documentary'],documentary documentary documentary
795,Somebody to Love,Drama,1994.0,['Drama'],drama drama drama
798,Daylight,Action|Adventure|Drama|Thriller,1996.0,"['Action', 'Adventure', 'Drama', 'Thriller']",action action action adventure adventure adventure drama drama drama thriller thriller thriller
799,"Frighteners, The",Comedy|Horror|Thriller,1996.0,"['Comedy', 'Horror', 'Thriller']",comedy comedy comedy horror horror horror thriller thriller thriller
800,Lone Star,Drama|Mystery|Western,1996.0,"['Drama', 'Mystery', 'Western']",drama drama drama mystery mystery mystery western western western
801,Harriet the Spy,Children|Comedy,1996.0,"['Children', 'Comedy']",children children children comedy comedy comedy
802,Phenomenon,Drama|Romance,1996.0,"['Drama', 'Romance']",drama drama drama romance romance romance
803,Walking and Talking,Comedy|Drama|Romance,1996.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
804,She's the One,Comedy|Romance,1996.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
805,"Time to Kill, A",Drama|Thriller,1996.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
806,American Buffalo,Crime|Drama,1996.0,"['Crime', 'Drama']",crime crime crime drama drama drama
808,Alaska,Adventure|Children,1996.0,"['Adventure', 'Children']",adventure adventure adventure children children children
809,Fled,Action|Adventure,1996.0,"['Action', 'Adventure']",action action action adventure adventure adventure
810,Kazaam,Children|Comedy|Fantasy,1996.0,"['Children', 'Comedy', 'Fantasy']",children children children comedy comedy comedy fantasy fantasy fantasy
813,Larger Than Life,Comedy,1996.0,['Comedy'],comedy comedy comedy
818,"Very Brady Sequel, A",Comedy,1996.0,['Comedy'],comedy comedy comedy
823,"Collector, The (La collectionneuse)",Drama,1967.0,['Drama'],drama drama drama
824,Kaspar Hauser,Drama|Mystery,1993.0,"['Drama', 'Mystery']",drama drama drama mystery mystery mystery
828,"Adventures of Pinocchio, The",Adventure|Children,1996.0,"['Adventure', 'Children']",adventure adventure adventure children children children
829,Joe's Apartment,Comedy|Fantasy|Musical,1996.0,"['Comedy', 'Fantasy', 'Musical']",comedy comedy comedy fantasy fantasy fantasy musical musical musical
830,"First Wives Club, The",Comedy,1996.0,['Comedy'],comedy comedy comedy
832,Ransom,Crime|Thriller,1996.0,"['Crime', 'Thriller']",crime crime crime thriller thriller thriller
833,High School High,Comedy,1996.0,['Comedy'],comedy comedy comedy
835,Foxfire,Drama,1996.0,['Drama'],drama drama drama
836,Chain Reaction,Action|Adventure|Thriller,1996.0,"['Action', 'Adventure', 'Thriller']",action action action adventure adventure adventure thriller thriller thriller
837,Matilda,Children|Comedy|Fantasy,1996.0,"['Children', 'Comedy', 'Fantasy']",children children children comedy comedy comedy fantasy fantasy fantasy
838,Emma,Comedy|Drama|Romance,1996.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
839,"Crow: City of Angels, The",Action|Thriller,1996.0,"['Action', 'Thriller']",action action action thriller thriller thriller
840,House Arrest,Children|Comedy,1996.0,"['Children', 'Comedy']",children children children comedy comedy comedy
841,"Eyes Without a Face (Yeux sans visage, Les)",Horror,1959.0,['Horror'],horror horror horror
842,Tales from the Crypt Presents: Bordello of Blood,Comedy|Horror,1996.0,"['Comedy', 'Horror']",comedy comedy comedy horror horror horror
848,"Spitfire Grill, The",Drama,1996.0,['Drama'],drama drama drama
849,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,1996.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",action action action adventure adventure adventure sci-fi sci-fi sci-fi thriller thriller thriller
851,Basquiat,Drama,1996.0,['Drama'],drama drama drama
852,Tin Cup,Comedy|Drama|Romance,1996.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
858,"Godfather, The",Crime|Drama,1972.0,"['Crime', 'Drama']",crime crime crime drama drama drama
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),Action|Comedy|Crime|Thriller,1992.0,"['Action', 'Comedy', 'Crime', 'Thriller']",action action action comedy comedy comedy crime crime crime thriller thriller thriller
866,Bound,Crime|Drama|Romance|Thriller,1996.0,"['Crime', 'Drama', 'Romance', 'Thriller']",crime crime crime drama drama drama romance romance romance thriller thriller thriller
867,Carpool,Comedy|Crime,1996.0,"['Comedy', 'Crime']",comedy comedy comedy crime crime crime
869,Kansas City,Crime|Drama|Musical|Thriller,1996.0,"['Crime', 'Drama', 'Musical', 'Thriller']",crime crime crime drama drama drama musical musical musical thriller thriller thriller
870,Gone Fishin',Comedy,1997.0,['Comedy'],comedy comedy comedy
875,Nothing to Lose,Action|Crime|Drama,1994.0,"['Action', 'Crime', 'Drama']",action action action crime crime crime drama drama drama
876,Supercop 2 (Project S) (Chao ji ji hua),Action|Comedy|Crime|Thriller,1993.0,"['Action', 'Comedy', 'Crime', 'Thriller']",action action action comedy comedy comedy crime crime crime thriller thriller thriller
879,"Relic, The",Horror|Thriller,1997.0,"['Horror', 'Thriller']",horror horror horror thriller thriller thriller
880,"Island of Dr. Moreau, The",Sci-Fi|Thriller,1996.0,"['Sci-Fi', 'Thriller']",sci-fi sci-fi sci-fi thriller thriller thriller
881,First Kid,Children|Comedy,1996.0,"['Children', 'Comedy']",children children children comedy comedy comedy
882,"Trigger Effect, The",Drama|Thriller,1996.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
885,Bogus,Children|Drama|Fantasy,1996.0,"['Children', 'Drama', 'Fantasy']",children children children drama drama drama fantasy fantasy fantasy
886,Bulletproof,Action|Comedy|Crime,1996.0,"['Action', 'Comedy', 'Crime']",action action action comedy comedy comedy crime crime crime
888,Land Before Time III: The Time of the Great Giving,Adventure|Animation|Children|Musical,1995.0,"['Adventure', 'Animation', 'Children', 'Musical']",adventure adventure adventure animation animation animation children children children musical musical musical
889,1-900 (06),Drama|Romance,1994.0,"['Drama', 'Romance']",drama drama drama romance romance romance
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),Horror|Thriller,1995.0,"['Horror', 'Thriller']",horror horror horror thriller thriller thriller
892,Twelfth Night,Comedy|Drama|Romance,1996.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
893,Mother Night,Drama,1996.0,['Drama'],drama drama drama
896,Wild Reeds (Les roseaux sauvages),Drama,1994.0,['Drama'],drama drama drama
897,For Whom the Bell Tolls,Adventure|Drama|Romance|War,1943.0,"['Adventure', 'Drama', 'Romance', 'War']",adventure adventure adventure drama drama drama romance romance romance war war war
898,"Philadelphia Story, The",Comedy|Drama|Romance,1940.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
899,Singin' in the Rain,Comedy|Musical|Romance,1952.0,"['Comedy', 'Musical', 'Romance']",comedy comedy comedy musical musical musical romance romance romance
900,"American in Paris, An",Musical|Romance,1951.0,"['Musical', 'Romance']",musical musical musical romance romance romance
901,Funny Face,Comedy|Musical,1957.0,"['Comedy', 'Musical']",comedy comedy comedy musical musical musical
902,Breakfast at Tiffany's,Drama|Romance,1961.0,"['Drama', 'Romance']",drama drama drama romance romance romance
903,Vertigo,Drama|Mystery|Romance|Thriller,1958.0,"['Drama', 'Mystery', 'Romance', 'Thriller']",drama drama drama mystery mystery mystery romance romance romance thriller thriller thriller
904,Rear Window,Mystery|Thriller,1954.0,"['Mystery', 'Thriller']",mystery mystery mystery thriller thriller thriller
905,It Happened One Night,Comedy|Romance,1934.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
906,Gaslight,Drama|Thriller,1944.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
907,"Gay Divorcee, The",Comedy|Musical|Romance,1934.0,"['Comedy', 'Musical', 'Romance']",comedy comedy comedy musical musical musical romance romance romance
908,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,1959.0,"['Action', 'Adventure', 'Mystery', 'Romance', 'Thriller']",action action action adventure adventure adventure mystery mystery mystery romance romance romance thriller thriller thriller
909,"Apartment, The",Comedy|Drama|Romance,1960.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
910,Some Like It Hot,Comedy|Crime,1959.0,"['Comedy', 'Crime']",comedy comedy comedy crime crime crime
911,Charade,Comedy|Crime|Mystery|Romance|Thriller,1963.0,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",comedy comedy comedy crime crime crime mystery mystery mystery romance romance romance thriller thriller thriller
912,Casablanca,Drama|Romance,1942.0,"['Drama', 'Romance']",drama drama drama romance romance romance
913,"Maltese Falcon, The",Film-Noir|Mystery,1941.0,"['Film-Noir', 'Mystery']",film-noir film-noir film-noir mystery mystery mystery
914,My Fair Lady,Comedy|Drama|Musical|Romance,1964.0,"['Comedy', 'Drama', 'Musical', 'Romance']",comedy comedy comedy drama drama drama musical musical musical romance romance romance
915,Sabrina,Comedy|Romance,1954.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
916,Roman Holiday,Comedy|Drama|Romance,1953.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
917,"Little Princess, The",Children|Drama,1939.0,"['Children', 'Drama']",children children children drama drama drama
918,Meet Me in St. Louis,Musical,1944.0,['Musical'],musical musical musical
919,"Wizard of Oz, The",Adventure|Children|Fantasy|Musical,1939.0,"['Adventure', 'Children', 'Fantasy', 'Musical']",adventure adventure adventure children children children fantasy fantasy fantasy musical musical musical
920,Gone with the Wind,Drama|Romance|War,1939.0,"['Drama', 'Romance', 'War']",drama drama drama romance romance romance war war war
921,My Favorite Year,Comedy,1982.0,['Comedy'],comedy comedy comedy
922,Sunset Blvd. (a.k.a. Sunset Boulevard),Drama|Film-Noir|Romance,1950.0,"['Drama', 'Film-Noir', 'Romance']",drama drama drama film-noir film-noir film-noir romance romance romance
923,Citizen Kane,Drama|Mystery,1941.0,"['Drama', 'Mystery']",drama drama drama mystery mystery mystery
924,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,1968.0,"['Adventure', 'Drama', 'Sci-Fi']",adventure adventure adventure drama drama drama sci-fi sci-fi sci-fi
926,All About Eve,Drama,1950.0,['Drama'],drama drama drama
927,"Women, The",Comedy,1939.0,['Comedy'],comedy comedy comedy
928,Rebecca,Drama|Mystery|Romance|Thriller,1940.0,"['Drama', 'Mystery', 'Romance', 'Thriller']",drama drama drama mystery mystery mystery romance romance romance thriller thriller thriller
929,Foreign Correspondent,Drama|Film-Noir|Mystery|Thriller,1940.0,"['Drama', 'Film-Noir', 'Mystery', 'Thriller']",drama drama drama film-noir film-noir film-noir mystery mystery mystery thriller thriller thriller
930,Notorious,Film-Noir|Romance|Thriller,1946.0,"['Film-Noir', 'Romance', 'Thriller']",film-noir film-noir film-noir romance romance romance thriller thriller thriller
931,Spellbound,Mystery|Romance|Thriller,1945.0,"['Mystery', 'Romance', 'Thriller']",mystery mystery mystery romance romance romance thriller thriller thriller
932,"Affair to Remember, An",Drama|Romance,1957.0,"['Drama', 'Romance']",drama drama drama romance romance romance
933,To Catch a Thief,Crime|Mystery|Romance|Thriller,1955.0,"['Crime', 'Mystery', 'Romance', 'Thriller']",crime crime crime mystery mystery mystery romance romance romance thriller thriller thriller
934,Father of the Bride,Comedy,1950.0,['Comedy'],comedy comedy comedy
935,"Band Wagon, The",Comedy|Musical,1953.0,"['Comedy', 'Musical']",comedy comedy comedy musical musical musical
936,Ninotchka,Comedy|Romance,1939.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
937,Love in the Afternoon,Comedy|Romance,1957.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
938,Gigi,Musical,1958.0,['Musical'],musical musical musical
940,"Adventures of Robin Hood, The",Action|Adventure|Romance,1938.0,"['Action', 'Adventure', 'Romance']",action action action adventure adventure adventure romance romance romance
941,"Mark of Zorro, The",Adventure,1940.0,['Adventure'],adventure adventure adventure
942,Laura,Crime|Film-Noir|Mystery,1944.0,"['Crime', 'Film-Noir', 'Mystery']",crime crime crime film-noir film-noir film-noir mystery mystery mystery
943,"Ghost and Mrs. Muir, The",Drama|Fantasy|Romance,1947.0,"['Drama', 'Fantasy', 'Romance']",drama drama drama fantasy fantasy fantasy romance romance romance
944,Lost Horizon,Drama,1937.0,['Drama'],drama drama drama
945,Top Hat,Comedy|Musical|Romance,1935.0,"['Comedy', 'Musical', 'Romance']",comedy comedy comedy musical musical musical romance romance romance
946,To Be or Not to Be,Comedy|Drama|War,1942.0,"['Comedy', 'Drama', 'War']",comedy comedy comedy drama drama drama war war war
947,My Man Godfrey,Comedy|Romance,1936.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
948,Giant,Drama|Romance|Western,1956.0,"['Drama', 'Romance', 'Western']",drama drama drama romance romance romance western western western
949,East of Eden,Drama,1955.0,['Drama'],drama drama drama
950,"Thin Man, The",Comedy|Crime,1934.0,"['Comedy', 'Crime']",comedy comedy comedy crime crime crime
951,His Girl Friday,Comedy|Romance,1940.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
952,Around the World in 80 Days,Adventure|Comedy,1956.0,"['Adventure', 'Comedy']",adventure adventure adventure comedy comedy comedy
953,It's a Wonderful Life,Children|Drama|Fantasy|Romance,1946.0,"['Children', 'Drama', 'Fantasy', 'Romance']",children children children drama drama drama fantasy fantasy fantasy romance romance romance
954,Mr. Smith Goes to Washington,Drama,1939.0,['Drama'],drama drama drama
955,Bringing Up Baby,Comedy|Romance,1938.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
956,Penny Serenade,Drama|Romance,1941.0,"['Drama', 'Romance']",drama drama drama romance romance romance
959,Of Human Bondage,Drama,1934.0,['Drama'],drama drama drama
961,Little Lord Fauntleroy,Drama,1936.0,['Drama'],drama drama drama
963,"Inspector General, The",Musical,1949.0,['Musical'],musical musical musical
965,"39 Steps, The",Drama|Mystery|Thriller,1935.0,"['Drama', 'Mystery', 'Thriller']",drama drama drama mystery mystery mystery thriller thriller thriller
968,Night of the Living Dead,Horror|Sci-Fi|Thriller,1968.0,"['Horror', 'Sci-Fi', 'Thriller']",horror horror horror sci-fi sci-fi sci-fi thriller thriller thriller
969,"African Queen, The",Adventure|Comedy|Romance|War,1951.0,"['Adventure', 'Comedy', 'Romance', 'War']",adventure adventure adventure comedy comedy comedy romance romance romance war war war
970,Beat the Devil,Adventure|Comedy|Crime|Drama|Romance,1953.0,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",adventure adventure adventure comedy comedy comedy crime crime crime drama drama drama romance romance romance
971,Cat on a Hot Tin Roof,Drama,1958.0,['Drama'],drama drama drama
973,Meet John Doe,Comedy|Drama,1941.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
976,"Farewell to Arms, A",Romance|War,1932.0,"['Romance', 'War']",romance romance romance war war war
979,Nothing Personal,Drama|War,1995.0,"['Drama', 'War']",drama drama drama war war war
981,Dangerous Ground,Drama,1997.0,['Drama'],drama drama drama
982,Picnic,Drama,1955.0,['Drama'],drama drama drama
984,"Pompatus of Love, The",Comedy|Drama,1996.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
986,Fly Away Home,Adventure|Children,1996.0,"['Adventure', 'Children']",adventure adventure adventure children children children
987,Bliss,Drama|Romance,1997.0,"['Drama', 'Romance']",drama drama drama romance romance romance
988,Grace of My Heart,Comedy|Drama,1996.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
990,Maximum Risk,Action|Adventure|Thriller,1996.0,"['Action', 'Adventure', 'Thriller']",action action action adventure adventure adventure thriller thriller thriller
991,Michael Collins,Drama,1996.0,['Drama'],drama drama drama
993,Infinity,Drama,1996.0,['Drama'],drama drama drama
994,Big Night,Comedy|Drama,1996.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
996,Last Man Standing,Action|Crime|Drama|Thriller,1996.0,"['Action', 'Crime', 'Drama', 'Thriller']",action action action crime crime crime drama drama drama thriller thriller thriller
998,Set It Off,Action|Crime,1996.0,"['Action', 'Crime']",action action action crime crime crime
999,2 Days in the Valley,Crime|Film-Noir,1996.0,"['Crime', 'Film-Noir']",crime crime crime film-noir film-noir film-noir
1003,Extreme Measures,Drama|Thriller,1996.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
1004,"Glimmer Man, The",Action|Thriller,1996.0,"['Action', 'Thriller']",action action action thriller thriller thriller
1005,D3: The Mighty Ducks,Children|Comedy,1996.0,"['Children', 'Comedy']",children children children comedy comedy comedy
1006,"Chamber, The",Drama,1996.0,['Drama'],drama drama drama
1007,"Apple Dumpling Gang, The",Children|Comedy|Western,1975.0,"['Children', 'Comedy', 'Western']",children children children comedy comedy comedy western western western
1008,"Davy Crockett, King of the Wild Frontier",Adventure|Western,1955.0,"['Adventure', 'Western']",adventure adventure adventure western western western
1009,Escape to Witch Mountain,Adventure|Children|Fantasy,1975.0,"['Adventure', 'Children', 'Fantasy']",adventure adventure adventure children children children fantasy fantasy fantasy
1010,"Love Bug, The",Children|Comedy,1969.0,"['Children', 'Comedy']",children children children comedy comedy comedy
1011,Herbie Rides Again,Children|Comedy|Fantasy|Romance,1974.0,"['Children', 'Comedy', 'Fantasy', 'Romance']",children children children comedy comedy comedy fantasy fantasy fantasy romance romance romance
1012,Old Yeller,Children|Drama,1957.0,"['Children', 'Drama']",children children children drama drama drama
1013,"Parent Trap, The",Children|Comedy|Romance,1961.0,"['Children', 'Comedy', 'Romance']",children children children comedy comedy comedy romance romance romance
1014,Pollyanna,Children|Comedy|Drama,1960.0,"['Children', 'Comedy', 'Drama']",children children children comedy comedy comedy drama drama drama
1015,Homeward Bound: The Incredible Journey,Adventure|Children|Drama,1993.0,"['Adventure', 'Children', 'Drama']",adventure adventure adventure children children children drama drama drama
1016,"Shaggy Dog, The",Children|Comedy,1959.0,"['Children', 'Comedy']",children children children comedy comedy comedy
1017,Swiss Family Robinson,Adventure|Children,1960.0,"['Adventure', 'Children']",adventure adventure adventure children children children
1018,That Darn Cat!,Children|Comedy|Mystery,1965.0,"['Children', 'Comedy', 'Mystery']",children children children comedy comedy comedy mystery mystery mystery
1019,"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi,1954.0,"['Adventure', 'Drama', 'Sci-Fi']",adventure adventure adventure drama drama drama sci-fi sci-fi sci-fi
1020,Cool Runnings,Comedy,1993.0,['Comedy'],comedy comedy comedy
1021,Angels in the Outfield,Children|Comedy,1994.0,"['Children', 'Comedy']",children children children comedy comedy comedy
1022,Cinderella,Animation|Children|Fantasy|Musical|Romance,1950.0,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",animation animation animation children children children fantasy fantasy fantasy musical musical musical romance romance romance
1023,Winnie the Pooh and the Blustery Day,Animation|Children|Musical,1968.0,"['Animation', 'Children', 'Musical']",animation animation animation children children children musical musical musical
1024,"Three Caballeros, The",Animation|Children|Musical,1945.0,"['Animation', 'Children', 'Musical']",animation animation animation children children children musical musical musical
1025,"Sword in the Stone, The",Animation|Children|Fantasy|Musical,1963.0,"['Animation', 'Children', 'Fantasy', 'Musical']",animation animation animation children children children fantasy fantasy fantasy musical musical musical
1027,Robin Hood: Prince of Thieves,Adventure|Drama,1991.0,"['Adventure', 'Drama']",adventure adventure adventure drama drama drama
1028,Mary Poppins,Children|Comedy|Fantasy|Musical,1964.0,"['Children', 'Comedy', 'Fantasy', 'Musical']",children children children comedy comedy comedy fantasy fantasy fantasy musical musical musical
1029,Dumbo,Animation|Children|Drama|Musical,1941.0,"['Animation', 'Children', 'Drama', 'Musical']",animation animation animation children children children drama drama drama musical musical musical
1030,Pete's Dragon,Adventure|Animation|Children|Musical,1977.0,"['Adventure', 'Animation', 'Children', 'Musical']",adventure adventure adventure animation animation animation children children children musical musical musical
1031,Bedknobs and Broomsticks,Adventure|Children|Musical,1971.0,"['Adventure', 'Children', 'Musical']",adventure adventure adventure children children children musical musical musical
1032,Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical,1951.0,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",adventure adventure adventure animation animation animation children children children fantasy fantasy fantasy musical musical musical
1033,"Fox and the Hound, The",Animation|Children|Drama,1981.0,"['Animation', 'Children', 'Drama']",animation animation animation children children children drama drama drama
1034,Freeway,Comedy|Crime|Drama|Thriller,1996.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",comedy comedy comedy crime crime crime drama drama drama thriller thriller thriller
1035,"Sound of Music, The",Musical|Romance,1965.0,"['Musical', 'Romance']",musical musical musical romance romance romance
1036,Die Hard,Action|Crime|Thriller,1988.0,"['Action', 'Crime', 'Thriller']",action action action crime crime crime thriller thriller thriller
1037,"Lawnmower Man, The",Action|Horror|Sci-Fi|Thriller,1992.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",action action action horror horror horror sci-fi sci-fi sci-fi thriller thriller thriller
1040,"Secret Agent, The",Drama,1996.0,['Drama'],drama drama drama
1041,Secrets & Lies,Drama,1996.0,['Drama'],drama drama drama
1042,That Thing You Do!,Comedy|Drama,1996.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
1043,To Gillian on Her 37th Birthday,Drama|Romance,1996.0,"['Drama', 'Romance']",drama drama drama romance romance romance
1046,Beautiful Thing,Drama|Romance,1996.0,"['Drama', 'Romance']",drama drama drama romance romance romance
1047,"Long Kiss Goodnight, The",Action|Drama|Thriller,1996.0,"['Action', 'Drama', 'Thriller']",action action action drama drama drama thriller thriller thriller
1049,"Ghost and the Darkness, The",Action|Adventure,1996.0,"['Action', 'Adventure']",action action action adventure adventure adventure
1050,Looking for Richard,Documentary|Drama,1996.0,"['Documentary', 'Drama']",documentary documentary documentary drama drama drama
1051,Trees Lounge,Drama,1996.0,['Drama'],drama drama drama
1053,Normal Life,Crime|Drama|Romance,1996.0,"['Crime', 'Drama', 'Romance']",crime crime crime drama drama drama romance romance romance
1054,Get on the Bus,Drama,1996.0,['Drama'],drama drama drama
1055,Shadow Conspiracy,Thriller,1997.0,['Thriller'],thriller thriller thriller
1056,Jude,Drama,1996.0,['Drama'],drama drama drama
1057,Everyone Says I Love You,Comedy|Musical|Romance,1996.0,"['Comedy', 'Musical', 'Romance']",comedy comedy comedy musical musical musical romance romance romance
1059,William Shakespeare's Romeo + Juliet,Drama|Romance,1996.0,"['Drama', 'Romance']",drama drama drama romance romance romance
1060,Swingers,Comedy|Drama,1996.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
